,timeStamp,beaconId,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,X-Coordinate,Y-Coordinate
0,2019-01-17 07:50:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
1,2019-01-17 07:52:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.5,0.0,0.0,91.0,0.0,0.0,91.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
2,2019-01-17 07:54:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,91.5,85.5,0.0,0.0,0.0,0.0,0.0,89.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
3,2019-01-17 07:56:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,90.5,85.0,0.0,0.0,91.0,0.0,91.0,91.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
4,2019-01-17 07:58:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,91.0,86.0,0.0,0.0,90.0,0.0,0.0,90.0,89.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
5,2019-01-17 08:00:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,90.0,86.0,92.0,0.0,91.0,0.0,0.0,90.0,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
6,2019-01-17 08:02:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,90.0,84.0,0.0,0.0,94.0,0.0,0.0,91.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
7,2019-01-17 08:04:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,89.0,84.0,0.0,0.0,90.0,0.0,0.0,91.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
8,2019-01-17 08:06:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,89.0,83.0,0.0,0.0,91.0,0.0,0.0,88.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
9,2019-01-17 08:08:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,92.0,83.0,0.0,0.0,90.0,0.0,0.0,90.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
10,2019-01-17 08:10:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,91.0,84.0,0.0,0.0,91.0,0.0,0.0,90.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
11,2019-01-17 08:12:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,92.0,0.0,0.0,90.0,87.5,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
12,2019-01-17 08:14:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,92.0,85.0,0.0,0.0,91.0,0.0,0.0,90.5,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
13,2019-01-17 08:16:00+00:00,14,0.0,0.0,0.0,0.0,0.0,91.0,91.0,83.0,0.0,0.0,91.0,0.0,0.0,89.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
14,2019-01-17 08:18:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,91.0,84.0,0.0,0.0,90.0,0.0,0.0,90.5,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
15,2019-01-17 08:20:00+00:00,14,0.0,0.0,0.0,0.0,0.0,90.0,90.0,84.0,0.0,0.0,92.0,0.0,0.0,89.0,89.5,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
16,2019-01-17 08:22:00+00:00,14,0.0,0.0,0.0,0.0,0.0,90.0,90.0,85.0,0.0,0.0,90.5,0.0,0.0,89.0,87.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
17,2019-01-17 08:24:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,90.0,0.0,0.0,90.0,87.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
18,2019-01-17 08:26:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,90.5,0.0,0.0,91.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
19,2019-01-17 08:28:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,81.0,90.0,0.0,0.0,89.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
20,2019-01-17 08:30:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,90.0,0.0,0.0,90.0,88.5,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
21,2019-01-17 08:32:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,90.5,83.0,0.0,0.0,0.0,0.0,0.0,89.5,86.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
22,2019-01-17 08:34:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,93.0,0.0,0.0,90.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
23,2019-01-17 08:36:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,90.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
24,2019-01-17 08:38:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,90.0,85.0,0.0,0.0,91.0,0.0,0.0,90.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
25,2019-01-17 08:40:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,91.0,0.0,0.0,90.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
26,2019-01-17 08:42:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,90.0,85.0,0.0,0.0,89.0,0.0,0.0,92.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
27,2019-01-17 08:44:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,90.0,86.0,0.0,0.0,89.0,0.0,0.0,92.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
28,2019-01-17 08:46:00+00:00,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,93.0,0.0,0.0,92.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
29,2019-01-17 08:48:00+00:00,14,0.0,0.0,0.0,0.0,0.0,91.0,0.0,90.5,0.0,0.0,89.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,10
