475,16,982
477,3,1170
477,2,438
477,20,70
479,3,1006
479,4,836
479,18,595
481,6,2
482,5,889
482,4,462
482,18,202
483,5,774
483,16,733
483,6,653
484,20,727
484,3,513
484,2,367
485,16,1158
485,6,817
485,17,515
487,2,1403
487,4,597
487,3,448
488,7,559
488,15,468
488,6,436
490,5,1029
490,6,485
490,8,204
492,5,1023
492,16,517
492,17,499
493,14,702
493,15,527
493,8,521
494,7,824
494,11,810
494,9,675
495,17,1278
495,18,788
495,6,562
496,13,837
496,9,515
496,8,500
497,16,496
497,6,484
497,5,481
500,17,1276
500,5,730
500,6,332
501,7,722
501,15,356
501,6,280
504,15,493
504,8,477
504,14,414
507,4,688
507,8,480
507,6,469
509,7,768
509,16,406
509,6,406
510,8,425
510,9,337
510,14,292
512,9,382
512,14,147
512,13,94
513,7,600
513,14,370
513,8,316
514,14,515
514,7,427
514,8,421
554,14,1
579,12,950
579,11,840
579,9,696
580,15,1
587,16,1050
587,4,942
587,17,894
595,12,1104
595,11,798
595,14,729
600,17,1882
600,16,658
600,6,254
602,13,1
674,14,632
674,13,592
674,9,462
675,12,930
675,13,601
675,8,179
677,12,877
677,13,528
677,9,426
678,12,625
678,9,379
678,13,310
679,13,445
679,8,410
679,9,318
680,12,532
680,13,258
680,8,25
681,13,577
681,12,325
681,9,263
683,12,936
683,14,459
683,8,396
685,12,102
685,13,92
685,14,61
689,9,269
689,13,243
689,12,38
690,12,878
690,13,458
690,14,256
692,9,406
692,8,399
692,12,111
703,7,869
703,6,617
703,8,538
704,8,51
704,15,32
704,7,5
705,8,764
705,14,560
705,13,555
706,14,845
706,13,839
706,15,727
711,8,721
711,14,665
711,15,484
713,8,596
713,15,454
713,14,302
715,14,273
715,15,220
715,8,172
716,7,953
716,15,565
716,14,560
717,13,741
717,14,708
717,15,586
718,7,995
718,8,701
718,14,699
719,13,355
719,14,287
719,8,272
720,7,690
720,8,658
720,15,562
721,14,715
721,6,673
721,8,566
722,14,699
722,15,624
722,6,602
723,13,498
723,8,446
723,14,445
727,13,430
727,8,419
727,9,380
734,13,701
734,15,645
734,9,610
737,13,702
737,15,564
737,8,553
740,14,822
740,15,759
740,7,750
743,13,1
750,6,851
750,14,730
750,15,691
761,14,587
761,8,510
761,9,402
765,13,723
765,14,600
765,9,395
767,7,594
767,15,539
767,6,486
768,16,775
768,6,391
768,15,166
770,16,578
770,6,35
770,15,1
772,16,375
772,6,260
772,7,188
779,16,187
779,6,31
779,15,1
789,16,413
789,15,323
789,6,283
793,16,874
793,6,591
793,15,472
795,16,551
795,7,524
795,6,364
797,7,768
797,6,706
797,8,675
798,6,558
798,7,468
798,8,112
799,6,352
799,15,346
799,5,88
800,20,1685
800,2,1323
800,4,1055
801,16,1159
801,15,421
801,6,300
802,7,505
802,6,404
802,14,394
803,7,506
803,15,254
803,6,141
805,7,1183
805,8,756
805,6,629
806,7,1126
806,15,764
806,6,751
807,15,721
807,7,400
807,14,254
808,7,701
808,15,680
808,16,613
810,15,767
810,7,664
810,16,494
812,16,1287
812,17,1148
812,5,1141
813,2,1760
813,18,1416
813,3,1411
814,10,1396
814,11,835
814,13,763
815,16,1074
815,5,938
815,6,825
816,5,1257
816,16,981
816,17,689
817,17,949
817,5,858
817,6,757
818,16,993
818,5,925
818,18,739
819,12,955
819,7,746
819,9,537
820,12,488
820,13,479
820,9,429
821,6,595
821,5,572
821,16,563
822,10,1077
822,11,784
822,8,658
824,17,1176
824,16,1141
824,5,1051
826,4,1346
826,16,1174
826,17,1163
827,17,591
827,16,440
827,6,193
829,18,1
830,5,1468
830,18,888
830,4,682
831,5,1711
831,15,837
831,6,755
832,16,751
832,6,84
832,17,11
833,18,1207
833,7,1003
833,5,845
834,17,1965
834,7,897
834,5,850
835,12,1355
835,10,992
835,13,874
837,8,566
837,13,521
837,9,484
838,7,1195
838,17,848
838,16,820
839,5,970
839,16,623
839,6,562
840,6,833
840,7,120
840,15,2
841,13,255
841,8,190
841,9,184
844,7,735
844,13,703
844,15,649
846,4,1325
846,18,700
846,5,435
847,4,1211
847,3,1060
847,15,739
848,4,970
848,3,654
848,18,384
850,18,1
851,6,740
851,16,114
851,15,18
852,16,704
852,6,531
852,7,151
853,13,725
853,14,649
853,15,546
854,4,1104
854,18,1042
854,17,737
857,12,607
857,9,529
857,15,503
858,18,1549
858,5,746
858,17,394
861,18,1502
861,4,905
861,3,264
862,10,1242
862,12,1067
862,13,772
863,18,1313
863,17,310
863,4,154
864,18,3
865,18,1011
865,4,693
865,3,57
868,18,1389
868,17,823
868,4,555
869,4,1303
869,5,1096
869,18,792
870,4,1003
870,18,856
870,2,365
871,4,1179
871,3,653
871,18,626
872,5,1033
872,4,809
872,18,771
873,4,1525
873,5,1334
873,18,897
874,4,1043
874,18,309
874,5,151
875,14,876
875,11,826
875,10,693
876,18,1406
876,3,1238
876,4,786
880,17,1334
880,4,1334
880,5,566
881,17,1700
881,18,800
881,4,472
883,17,1693
883,5,669
883,4,594
884,13,491
884,9,400
884,14,343
888,10,1702
888,13,822
888,11,776
893,13,197
893,14,150
893,11,142
899,13,613
899,9,303
899,12,89
902,14,763
902,13,497
902,9,462
905,8,1
