799,6,352
799,15,346
799,5,88
799,8,47
800,20,1685
800,2,1323
800,4,1055
800,23,618
801,16,1159
801,15,421
801,6,300
801,7,8
802,7,505
802,6,404
802,14,394
802,16,169
803,7,506
803,15,254
803,6,141
803,16,73
805,7,1183
805,8,756
805,6,629
805,14,385
806,7,1126
806,15,764
806,6,751
806,8,80
807,15,721
807,7,400
807,14,254
807,8,168
808,7,701
808,15,680
808,16,613
808,14,278
810,15,767
810,7,664
810,16,494
810,14,355
812,16,1287
812,17,1148
812,5,1141
812,6,532
813,2,1760
813,18,1416
813,3,1411
813,4,778
814,10,1396
814,11,835
814,13,763
814,9,608
815,16,1074
815,5,938
815,6,825
815,17,325
816,5,1257
816,16,981
816,17,689
816,6,650
817,17,949
817,5,858
817,6,757
817,18,673
818,16,993
818,5,925
818,18,739
818,4,668
819,12,955
819,7,746
819,9,537
819,8,529
820,12,488
820,13,479
820,9,429
820,8,395
821,6,595
821,5,572
821,16,563
821,4,400
822,10,1077
822,11,784
822,8,658
822,9,409
824,17,1176
824,16,1141
824,5,1051
824,6,684
826,4,1346
826,16,1174
826,17,1163
826,18,968
827,17,591
827,16,440
827,6,193
827,5,116
829,18,1
830,5,1468
830,18,888
830,4,682
830,17,449
831,5,1711
831,15,837
831,6,755
831,16,669
832,16,751
832,6,84
832,17,11
832,5,7
833,18,1207
833,7,1003
833,5,845
833,17,809
834,17,1965
834,7,897
834,5,850
834,6,840
835,12,1355
835,10,992
835,13,874
835,9,664
837,8,566
837,13,521
837,9,484
837,14,96
838,7,1195
838,17,848
838,16,820
838,6,729
839,5,970
839,16,623
839,6,562
839,7,468
840,6,833
840,7,120
840,15,2
841,13,255
841,8,190
841,9,184
841,12,58
844,7,735
844,13,703
844,15,649
844,11,468
846,4,1325
846,18,700
846,5,435
846,3,344
847,4,1211
847,3,1060
847,15,739
847,6,624
848,4,970
848,3,654
848,18,384
848,2,204
850,18,1
851,6,740
851,16,114
851,15,18
851,7,14
852,16,704
852,6,531
852,7,151
852,5,105
853,13,725
853,14,649
853,15,546
853,9,517
854,4,1104
854,18,1042
854,17,737
854,5,484
857,12,607
857,9,529
857,15,503
857,8,473
858,18,1549
858,5,746
858,17,394
858,4,335
861,18,1502
861,4,905
861,3,264
861,17,60
862,10,1242
862,12,1067
862,13,772
862,8,645
863,18,1313
863,17,310
863,4,154
863,5,107
864,18,3
865,18,1011
865,4,693
865,3,57
865,17,16
868,18,1389
868,17,823
868,4,555
868,5,239
869,4,1303
869,5,1096
869,18,792
869,3,675
870,4,1003
870,18,856
870,2,365
870,17,295
871,4,1179
871,3,653
871,18,626
871,5,246
872,5,1033
872,4,809
872,18,771
872,17,406
873,4,1525
873,5,1334
873,18,897
873,17,396
874,4,1043
874,18,309
874,5,151
874,16,137
875,14,876
875,11,826
875,10,693
875,8,677
876,18,1406
876,3,1238
876,4,786
876,17,662
880,17,1334
880,4,1334
880,5,566
880,18,279
881,17,1700
881,18,800
881,4,472
881,3,254
883,17,1693
883,5,669
883,4,594
883,16,569
884,13,491
884,9,400
884,14,343
884,1,169
888,10,1702
888,13,822
888,11,776
888,9,706
893,13,197
893,14,150
893,11,142
893,15,94
899,13,613
899,9,303
899,12,89
899,8,75
902,14,763
902,13,497
902,9,462
902,15,198
905,8,1
